Fund Manager,APIR,Name,Performance Fee,Management Fee,Admin Fee,Buy/Sell Spread,NAV,Performance,Asset Allocation,Ranges,Top Holdings,Bottom Holdings,Class Size,Fund Sizr,Strategy Size
ddhgraham,DDH8305AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
iml,IML0002AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
iml,IML0001AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
iml,IML0010AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
iml,IML0003AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
iml,IML0006AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
australianethical,AUG0008AU,Not Currently Available,0.05,1.90,Not Currently Available,Not Currently Available,a  1.90,Not Currently Available,"{""0"": {""0"": ""Asset allocation "", ""1"": null}, ""1"": {""0"": ""Australian & NZ Shares "", ""1"": ""73.8% ""}, ""2"": {""0"": ""International Shares "", ""1"": ""24.2% ""}}",Not Currently Available,Not Currently Available,Not Currently Available,$3.93m,$3.93m,$3.93m
australianethical,AUG0002AU,Not Currently Available,0.15,1.69,Not Currently Available,Not Currently Available,a  1.99,"{""0"": {""0"": ""Mix of asset  "", ""1"": null, ""2"": null, ""3"": null, ""4"": null}, ""1"": {""0"": null, ""1"": ""Asset Class "", ""2"": ""Australian & New  "", ""3"": ""Unlisted  "", ""4"": ""Cash ""}, ""2"": {""0"": ""classes and   "", ""1"": null, ""2"": null, ""3"": null, ""4"": null}, ""3"": {""0"": null, ""1"": null, ""2"": ""Zealand Shares "", ""3"": ""Shares "", ""4"": null}, ""4"": {""0"": ""strategic ranges* "", ""1"": null, ""2"": null, ""3"": null, ""4"": null}}","{""0"": {""0"": ""Asset allocation "", ""1"": null}, ""1"": {""0"": ""Australian & NZ Small Cap "", ""1"": ""60.9% ""}, ""2"": {""0"": ""Australian & NZ large cap "", ""1"": ""29.8% ""}}",Not Currently Available,"{""0"": {""0"": ""Mix of asset  "", ""1"": null, ""2"": null, ""3"": null, ""4"": null}, ""1"": {""0"": null, ""1"": ""Asset Class "", ""2"": ""Australian & New  "", ""3"": ""Unlisted  "", ""4"": ""Cash ""}, ""2"": {""0"": ""classes and   "", ""1"": null, ""2"": null, ""3"": null, ""4"": null}, ""3"": {""0"": null, ""1"": null, ""2"": ""Zealand Shares "", ""3"": ""Shares "", ""4"": null}, ""4"": {""0"": ""strategic ranges* "", ""1"": null, ""2"": null, ""3"": null, ""4"": null}}",Not Currently Available,$210.13m,$186.08m,$186.08m
australianethical,AUG0001AU,Not Currently Available,0.05,1.81,Not Currently Available,Not Currently Available,a  1.81,"{""0"": {""0"": ""Performance (as at 30/06/2021) ""}, ""1"": {""0"": ""6m ""}, ""2"": {""0"": ""7.5% ""}}","{""0"": {""0"": ""Alternative Assets "", ""1"": ""1.2% ""}, ""1"": {""0"": ""Cash, FRN's and short duration  "", ""1"": ""7.4% ""}}",Not Currently Available,Not Currently Available,Not Currently Available,$82.76m,$82.76m,$82.76m
australianethical,AUG0004AU,Not Currently Available,0.05,1.39,Not Currently Available,Not Currently Available,ate: 03,"{""0"": {""0"": ""Performance (as at 31/05/2021) "", ""1"": null, ""2"": null, ""3"": null, ""4"": null, ""5"": null}, ""1"": {""0"": ""6m "", ""1"": ""1y "", ""2"": ""3y "", ""3"": ""5y "", ""4"": ""10y "", ""5"": ""Since  ""}, ""2"": {""0"": null, ""1"": null, ""2"": null, ""3"": null, ""4"": null, ""5"": ""inception ""}, ""3"": {""0"": ""8.2% "", ""1"": ""25.4% "", ""2"": ""11.2% "", ""3"": ""8.9% "", ""4"": ""10.3% "", ""5"": ""8.5% ""}}","{""0"": {""0"": ""Asset allocation "", ""1"": null}, ""1"": {""0"": ""Australian & NZ Shares "", ""1"": ""75.5% ""}, ""2"": {""0"": ""International Shares "", ""1"": ""23.0% ""}}",Not Currently Available,Not Currently Available,Not Currently Available,$14.09m,$14.09m,$14.09m
australianethical,AUG0026AU,Not Currently Available,1.69,1.69,Not Currently Available,Not Currently Available,a  1.99,"{""0"": {""0"": ""Performance (as at 28/02/2021) "", ""1"": null, ""2"": null, ""3"": null, ""4"": null, ""5"": null}, ""1"": {""0"": ""6m "", ""1"": ""1y "", ""2"": ""3y "", ""3"": ""5y "", ""4"": ""10y "", ""5"": ""Since  ""}, ""2"": {""0"": null, ""1"": null, ""2"": null, ""3"": null, ""4"": null, ""5"": ""inception ""}, ""3"": {""0"": ""23.2% "", ""1"": ""41.1% "", ""2"": ""23.7% "", ""3"": ""20.8% "", ""4"": ""- "", ""5"": ""19.4% ""}}","{""0"": {""0"": ""Asset allocation "", ""1"": null}, ""1"": {""0"": ""Australian & NZ Small Cap "", ""1"": ""93.4% ""}}",Not Currently Available,"{""0"": {""0"": ""BIGTINCAN HOLDINGS LTD "", ""1"": ""2.8% ""}, ""1"": {""0"": ""VOCUS GROUP LIMITED "", ""1"": ""2.8% ""}, ""2"": {""0"": ""COGSTATE LIMITED "", ""1"": ""2.7% ""}}",Not Currently Available,$16.38m,$16.38m,$16.38m
australianethical,AUG0021AU,Not Currently Available,0.00,0.50,Not Currently Available,Not Currently Available,rest 97.8,"{""0"": {""0"": ""Investors that the   "", ""1"": ""Investors seeking income through a diversified portfolio of medium term duration interest-bearing  ""}, ""1"": {""0"": ""Fund may suit "", ""1"": ""investments. ""}, ""2"": {""0"": ""Recommended minimum  "", ""1"": null}, ""3"": {""0"": null, ""1"": ""3 years  ""}}","{""0"": {""0"": ""Asset allocation "", ""1"": null}, ""1"": {""0"": ""Australian fixed interest "", ""1"": ""99.3% ""}}",Not Currently Available,Not Currently Available,Not Currently Available,$1.12m,$1.12m,$1.12m
australianethical,AUG0003AU,Not Currently Available,1.2,0.20,Not Currently Available,Not Currently Available,a  0.50,"{""0"": {""0"": ""Calendar Performance (as at end 2019) "", ""1"": null, ""2"": null, ""3"": null}, ""1"": {""0"": ""CY2018 "", ""1"": ""CY2017 "", ""2"": ""CY2016 "", ""3"": ""CY2015 ""}, ""2"": {""0"": ""1.3% "", ""1"": ""1.6% "", ""2"": ""1.7% "", ""3"": ""1.6% ""}}","{""0"": {""0"": ""Investors that the   "", ""1"": ""Investors seeking income through a diversified portfolio of interest-bearing investments generating  ""}, ""1"": {""0"": ""Fund may suit "", ""1"": ""income. ""}, ""2"": {""0"": ""Recommended minimum  "", ""1"": null}, ""3"": {""0"": null, ""1"": ""1 year  ""}}",Not Currently Available,Not Currently Available,Not Currently Available,$1.38m,$1.52m,$1.52m
