https://aware.com.au/content/dam/ftc/charts/Super.csv
Date,Growth,Growth AVG,High Growth,High Growth AVG,Diversified Socially Responsible Investment,Diversified Socially Responsible Investment AVG,Balanced Growth,Balanced Growth AVG,Cash,Cash AVG,Australian Equities,Australian Equities AVG,Australian Equities Socially Responsible Investment,Australian Equities Socially Responsible Investment AVG,International Equities,International Equities AVG,Property,Property AVG,Australian Fixed Interest,Australian Fixed Interest AVG,International Fixed Interest,International Fixed Interest AVG,Conservative Growth,Conservative Growth AVG
1/09/2013,0.022183732,,0.0273094,,0.019681621,,0.016553617,,0.001744348,,0.050409835,,0.046315247,,0.015789659,,0.002847052,,0.002765225,,0.003734837,,0.00917161,
1/08/2013,0.008288124,,0.010163377,,0.004389524,,0.006024753,,0.002085059,,0.018907516,,0.008310917,,0.009737976,,-0.004700726,,-0.000513866,,0.000126354,,0.003466432,
1/07/2013,0.043234234,,0.051432596,,0.041771619,,0.03299678,,0.002358317,,0.060405281,,0.060641246,,0.063991964,,0.025084993,,0.010446781,,0.001805683,,0.019480856,
1/06/2013,-0.01988537,,-0.022166211,,-0.020437478,,-0.015538847,,0.001919646,,-0.043029071,,-0.037715209,,-0.012368295,,-0.013212094,,-0.011340831,,-0.006058195,,-0.009856782,
1/05/2013,0.024777344,,0.032095554,,0.023652398,,0.01712931,,0.002959369,,-0.009184461,,-0.009177788,,0.085438425,,0.0066706,,-0.000187495,,0.001396802,,0.008538168,
1/04/2013,0.02168889,,0.026001245,,0.020226082,,0.017730741,,0.004379215,,0.0179541,,0.019823372,,0.035230997,,0.0276946,,0.008984652,,0.009951262,,0.01246478,
1/02/2013,0.011130676,,0.01275545,,0.009882716,,0.008995841,,0.002183555,,0.031894535,,0.019265672,,-0.000726771,,0.004864206,,0.007189087,,0.003282662,,0.006871753,
1/01/2013,0.029043846,,0.036515976,,0.029163442,,0.021246536,,0.002612322,,0.046564198,,0.050967612,,0.038512814,,0.022341917,,-0.000526105,,0.001503158,,0.01212456,
1/12/2012,0.024522446,,0.031001775,,0.023122998,,0.017945695,,0.002460954,,0.041466233,,0.043634985,,0.032132495,,0.014422908,,0.003229362,,0.00364779,,0.010329888,
1/11/2012,-0.000482292,,-0.001035407,,0.001536512,,0.000338905,,0.002131169,,-0.001469042,,0.000538826,,-0.003798076,,0.001467847,,-0.000579698,,0.005857815,,0.001150887,
1/10/2012,0.007643834,,0.008470602,,0.007626576,,0.00657245,,0.002752113,,0.024613763,,0.023037177,,-0.00383049,,0.012320475,,0.003687488,,0.003634879,,0.005093183,
1/09/2012,0.010734701,,0.012081296,,0.008184054,,0.00909127,,0.002536612,,0.004868024,,0.003642204,,0.022738273,,0.003935398,,0.011768078,,0.003980467,,0.006925821,
1/08/2012,0.023062951,,0.028755354,,0.021879405,,0.016501944,,0.00278492,,0.042637208,,0.045382721,,0.030623772,,0.00880621,,0.000982335,,0.004257224,,0.009579653,
1/07/2012,0.012685497,,0.014931383,,0.0081,,0.010738801,,0.002265092,,0.027096143,,0.035008378,,0.003601159,,0.018938667,,0.006205263,,0.006136625,,0.007807838,
1/06/2012,-0.006998069,,-0.010457313,,0,,-0.003369024,,0.002324644,,-0.018370866,,-0.010626831,,-0.017184329,,0.012786878,,0.007852,,0.002785164,,-0.000457783,
1/05/2012,-0.017031905,,-0.02506369,,,,-0.009498924,,0.003501316,,-0.048266366,,-0.058210935,,-0.017539738,,-0.000710394,,0.020325911,,0.004434526,,-0.002070946,
1/04/2012,9.89E-05,,-0.002069707,,,,0.001704433,,0.003172032,,0.001453158,,0.009300448,,-0.010574419,,0.017622039,,0.013390661,,0.004963452,,0.003418043,
1/03/2012,0.020259221,,0.026052492,,,,0.015462271,,0.003155413,,0.021742087,,0.018692578,,0.040751033,,0.010404435,,0.006953828,,0.00390151,,0.010241598,
1/02/2012,0.013422832,,0.016884039,,,,0.010704834,,0.003032617,,0.01123118,,0.001270598,,0.030621303,,0.002053244,,0.005729576,,0.006614312,,0.007488811,
1/01/2012,0.022072163,,0.028458821,,,,0.01598898,,0.003178588,,0.039450918,,0.048494606,,0.026756288,,0.024725961,,-0.000157894,,0.008093266,,0.009960104,
1/12/2011,0.005311102,,0.005911128,,,,0.00443109,,0.003291042,,0.003511173,,0.001804923,,0.00492289,,0.007210715,,0.002203504,,0.015882548,,0.003792413,
1/11/2011,-0.022524582,,-0.031974843,,,,-0.013599926,,0.003549087,,-0.048545456,,-0.056286146,,-0.027693928,,-0.002440424,,0.012017557,,0.002487074,,-0.004910741,
1/10/2011,0.030260044,,0.04031989,,,,0.020971065,,0.003295696,,0.064806067,,0.068589588,,0.027005399,,0.013564433,,-0.003810831,,0.001324362,,0.012086856,
1/09/2011,-0.006806596,,-0.010428013,,,,-0.003025968,,0.00334586,,-0.035876071,,-0.037005885,,0.005836007,,-0.000431682,,0.008314881,,0.008805092,,0.000598853,
1/08/2011,-0.029231258,,-0.041849501,,,,-0.018460964,,0.003735965,,-0.043111384,,-0.044421383,,-0.057320519,,-0.004180526,,0.020837188,,0.01888089,,-0.007798765,
1/07/2011,-0.011345429,,-0.016780743,,,,-0.006320277,,0.003124372,,-0.015433608,,-0.023461081,,-0.025923547,,-0.010587223,,0.009391962,,0.006875456,,-0.00139868,
1/06/2011,-0.001340129,,-0.003330021,,,,0.00044958,,0.003891801,,-0.009566198,,-0.009051247,,-0.002736519,,0.005623,,0.006581375,,0.000559997,,0.002307154,
1/05/2011,-0.010984251,,-0.016609467,,,,-0.00555279,,0.00421548,,-0.029391881,,-0.028029161,,-0.010639641,,0.00150091,,0.011143197,,0.015521132,,-0.000329787,
1/04/2011,0.00888614,,0.009954795,,,,0.007324418,,0.003296792,,0.02752934,,0.020919993,,-0.007309723,,0.011385544,,0.00297023,,0.005331855,,0.00577968,
1/03/2011,0.002453397,,0.001548789,,,,0.003412938,,0.003788568,,-0.001634939,,0.005127187,,-0.004676785,,-0.000244958,,0.008675495,,0.003168691,,0.004638957,
1/02/2011,0.001351543,,0.000588532,,,,0.001731171,,0.00325493,,0.007152217,,-0.003999353,,-0.011578136,,0.004765884,,0.002399981,,0.004512684,,0.002333471,
1/01/2011,0.016447342,,0.019876962,,,,0.013954423,,0.00340286,,0.005853169,,0.003916147,,0.047755448,,0.014578739,,0.011029471,,-0.001762651,,0.010810357,
1/12/2010,0.015372474,,0.019390553,,,,0.011220048,,0.003861566,,0.036689753,,0.036588211,,0.005702185,,0.005701964,,-0.001109673,,-0.000591437,,0.007359689,
1/11/2010,0.000719928,,0.001189645,,,,0.000327588,,0.003290649,,-0.001831128,,-0.004562612,,0.002435114,,-0.001810614,,-0.004431136,,-0.008156674,,6.93E-05,
1/10/2010,0.005175005,,0.006174657,,,,0.004635669,,0.003346097,,-0.003044044,,-0.006896796,,0.021930216,,0.006221214,,0.002514619,,-0.000995855,,0.003676246,
1/09/2010,0.027966467,,0.037069642,,,,0.019335227,,0.003425067,,0.067671603,,0.072531165,,0.016331853,,0.003843064,,-0.008115424,,0.003194392,,0.011010852,
1/08/2010,-0.013992807,,-0.021283844,,,,-0.007283183,,0.00341502,,-0.026456576,,-0.036892677,,-0.026680965,,0.000226791,,0.015841072,,0.021245783,,-0.000463663,
1/07/2010,0.025890845,,0.033228601,,,,0.019018726,,0.003217519,,0.04610183,,0.059036767,,0.031129205,,0.011016369,,0.000504389,,0.00436028,,0.012175104,
1/06/2010,-0.010569819,,-0.016842726,,,,-0.00515612,,0.003735654,,-0.015289832,,-0.035446871,,-0.033838502,,0.01241993,,0.012879588,,0.014226596,,0.000547452,
1/05/2010,-0.029383571,,-0.039920838,,,,-0.018605063,,0.002910399,,-0.07891339,,-0.076353539,,-0.014350224,,-0.016066217,,0.013124846,,0.014662593,,-0.008006135,
1/04/2010,-0.00484799,,-0.007680034,,,,-0.002280254,,0.002957549,,-0.01683994,,-0.019859645,,-0.004482927,,0.013880579,,0.006172735,,0.003028624,,0.000184449,
1/03/2010,0.03095286,,0.040478443,,,,0.022453099,,0.003005946,,0.056830136,,0.055222105,,0.043503089,,0.00212397,,-0.002989343,,0.004396337,,0.013740019,
1/02/2010,0.003698518,,0.003499598,,,,0.003679502,,0.002833835,,0.00781504,,0.010680711,,-0.002403587,,0.007573878,,0.003863713,,0.006018345,,0.00381119,
1/01/2010,-0.017436872,,-0.024730253,,,,-0.010188493,,0.002882592,,-0.036277396,,-0.035069863,,-0.026498552,,-0.017460608,,0.012572966,,0.010194518,,-0.003049784,
1/12/2009,0.018010527,,0.024165419,,,,0.012335877,,0.00284237,,0.029134896,,0.025477681,,0.030479411,,0.006136747,,-0.004049551,,-0.007095856,,0.006674215,
1/11/2009,0.011547345,,0.013623086,,,,0.010178995,,0.002459366,,0.006242353,,0.004065254,,0.025989117,,-0.00146457,,0.013927985,,0.008782862,,0.008720363,
1/10/2009,-0.010651081,,-0.01371976,,,,-0.007998733,,0.002086603,,-0.000431313,,0.015051013,,-0.031674531,,-0.01260772,,-0.010676175,,0.000334958,,-0.005335688,
1/09/2009,0.01797446,,0.021137213,,,,0.014468136,,0.002559264,,0.051099475,,0.049295156,,-0.002367863,,0.014412458,,0.008421516,,0.008114555,,0.010918008,
1/08/2009,0.039777395,,0.049242695,,,,0.03037815,,0.002061231,,0.075404834,,0.081053968,,0.039619415,,0.033624862,,0.010211975,,0.01451673,,0.020853048,
1/07/2009,0.026208844,,0.03336339,,,,0.019911373,,0.002186206,,0.039714573,,0.043741515,,0.039785166,,-0.009088276,,0.002890526,,0.006989204,,0.013527248,
1/06/2009,0.006158458,,0.007133502,,,,0.005476453,,0.002515792,,0.036365129,,0.019944222,,-0.005571697,,-0.020773305,,-0.001557026,,0.012960594,,0.004229571,
1/05/2009,0.014601812,,0.018492097,,,,0.009671642,,0.001980141,,0.023977093,,-0.0214,,0.011361384,,0.049975159,,-0.012027794,,-0.005115502,,0.005183196,
30/04/2009,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,
1/04/2009,0.010658707,,0.013493576,,,,0.008482389,,0.002399849,,0.011731785,,,,0.030152799,,-0.012439068,,0.005417971,,0.006101462,,0.006131622,
1/03/2009,0.040545676,,0.051574198,,,,0.028973388,,0.00216191,,0.099848484,,,,0.020895496,,0.020870841,,-0.005191177,,0.000238298,,0.017537476,
1/02/2009,-0.031940446,,-0.042633542,,,,-0.022391068,,0.002587062,,-0.029822938,,,,-0.076440506,,-0.037737433,,-0.005304792,,0.001669079,,-0.012345825,
1/01/2009,-0.012154703,,-0.014918625,,,,-0.007756449,,0.003172729,,-0.029361821,,,,0.009311698,,-0.051379861,,0.010905163,,-0.004610407,,-0.004004434,
1/12/2008,0.005053969,,0.002869624,,,,0.006571226,,0.003832994,,0.024556692,,,,-0.022747018,,-0.018423503,,0.010263982,,0.02247464,,0.008257011,
1/11/2008,-0.015253411,,-0.022304378,,,,-0.007279475,,0.004507505,,-0.058470489,,,,-0.01748844,,0.01555028,,0.022780075,,0.011891598,,0.000238317,
1/10/2008,-0.086546967,,-0.115127114,,,,-0.057952265,,0.006128493,,-0.163624047,,,,-0.118730371,,-0.118711502,,0.022993991,,-0.002650978,,-0.028423462,
1/09/2008,-0.016442779,,-0.023078216,,,,-0.011568755,,0.004818366,,-0.008958761,,,,-0.04888849,,0.010412492,,0.004138865,,-0.010443198,,-0.006105519,
1/08/2008,0.03207929,,0.03903321,,,,0.026893392,,0.005350332,,0.036853896,,,,0.055110231,,0.016963752,,0.023900398,,0.019459611,,0.021414019,
1/07/2008,-0.026953343,,-0.036992707,,,,-0.01712512,,0.00503206,,-0.064215244,,,,-0.024728969,,-0.021784477,,0.011376091,,0.005352165,,-0.007526459,
1/06/2008,-0.038928847,,-0.051964539,,,,-0.026956041,,0.005794796,,-0.062983609,,,,-0.060380932,,-0.035145129,,0.003693138,,-0.001959328,,-0.014553058,
1/05/2008,0.001170609,,0.00011919,,,,0.001576001,,0.005474675,,0.014819448,,,,-0.012566414,,-0.016632791,,0.001418779,,-0.000392084,,0.002040159,
1/04/2008,0.028132992,,0.036345975,,,,0.020575406,,0.005741558,,0.041433817,,,,0.041508664,,0.017154615,,-0.000242614,,-0.005963475,,0.013061952,
1/03/2008,-0.025390994,,-0.034937996,,,,-0.0155693,,0.005035558,,-0.056409252,,,,-0.024388407,,-0.020721076,,0.017590839,,0.008625066,,-0.005800781,
1/02/2008,-0.000342837,,-0.000599876,,,,-0.000617703,,0.004767829,,0.008663499,,,,-0.012134465,,-0.009502921,,-0.012563333,,-0.002945192,,-0.000787287,
1/01/2008,-0.049279802,,-0.068862969,,,,-0.031164537,,0.005455349,,-0.08750335,,,,-0.083110863,,-0.046854684,,0.014000496,,0.021482372,,-0.013149848,
1/12/2007,0.004698205,,0.005957089,,,,0.003813149,,0.004715387,,0.001153958,,,,0.009446289,,-0.018235419,,-0.004186635,,-0.001203453,,0.003063756,
1/11/2007,-0.021980743,,-0.029104937,,,,-0.013640835,,0.004758131,,-0.051070162,,,,-0.01569556,,-0.03899355,,0.00182626,,0.009514508,,-0.005731067,
1/10/2007,0.015393066,,0.017256045,,,,0.012585122,,0.005228314,,0.045861974,,,,-0.005453423,,0.006061147,,0.00141855,,0.011970153,,0.010126025,
1/09/2007,0.023851062,,0.029075578,,,,0.017097986,,0.004419816,,0.061482888,,,,-0.001327399,,0.022123248,,-0.00229706,,-0.000615312,,0.011387042,
1/08/2007,0.011993854,,0.013595685,,,,0.010422207,,0.004816748,,0.010903155,,,,0.019762036,,0.027170632,,0.008280379,,0.010212349,,0.009115759,
1/07/2007,-0.015870729,,-0.023410436,,,,-0.009654513,,0.003928954,,-0.026394066,,,,-0.034944315,,-0.008269059,,0.005624083,,0.013877769,,-0.002963668,
1/06/2007,-0.006553652,,-0.009550853,,,,-0.004423234,,0.004579482,,-0.001447339,,,,-0.024366029,,0.000147921,,-0.002601655,,-0.003210137,,-0.002022804,
1/05/2007,0.011860985,,0.015508861,,,,0.008832041,,0.004883483,,0.017126066,,,,0.020350892,,-0.004437335,,0.000101055,,-0.004760823,,0.00576825,
1/04/2007,0.026424525,,0.032750012,,,,0.019629667,,0.004496206,,0.047166408,,,,0.02845153,,0.037724574,,0.004414802,,-0.001177268,,0.012866644,
1/03/2007,-0.01377378,,-0.018384654,,,,-0.009062254,,0.004230146,,-0.009414229,,,,-0.030768002,,-0.046438594,,0.00139339,,0.003305077,,-0.003979882,
1/02/2007,0.023697299,,0.027953022,,,,0.018556774,,0.004135004,,0.05191628,,,,0.011695634,,0.017393219,,0.006361786,,0.010268843,,0.013274897,
1/01/2007,0.012686415,,0.014456252,,,,0.010023125,,0.004919987,,0.018466869,,,,0.010157513,,0.042073682,,0.004806747,,-0.002505681,,0.007343757,
1/12/2006,0.026440142,,0.034354702,,,,0.018903456,,0.004296805,,0.044163125,,,,0.036782833,,0.021950043,,-0.00439617,,-0.002903259,,0.011012428,
1/11/2006,0.003580028,,0.001135289,,,,0.00472418,,0.004728085,,0.007853734,,,,-0.009610788,,0.043564054,,0.009399459,,0.009050294,,0.006084378,
1/10/2006,0.023707599,,0.029791478,,,,0.017261826,,0.00449383,,0.0097,,,,-0.000110389,,-0.005612752,,0.001016893,,0.004927359,,0.010779707,
1/09/2006,0.011038402,,0.016846748,,,,0.009922161,,0.004285674,,-0.025,,,,-0.014597,,-0.019286,,0.003828,,0.003726,,0.0087585,
1/08/2006,0.01638667,,0.021419237,,,,0.013843613,,0.004984085,,,,,,,,,,,,,,0.01120886,
1/07/2006,-0.01057943,,-0.007239486,,,,-0.006625886,,0.002986602,,,,,,,,,,,,,,-0.002546238,
1/06/2006,0.004113657,,0.003535323,,,,0.003935471,,0.004092129,,,,,,,,,,,,,,0.003712994,
1/05/2006,-0.018307156,,-0.038307897,,,,-0.011844662,,0.003896433,,,,,,,,,,,,,,-0.005103492,
1/04/2006,0.007396275,,0.009581596,,,,0.004076301,,0.002577495,,,,,,,,,,,,,,0.001609937,
1/03/2006,0.030474323,,0.03976119,,,,0.022280669,,0.00427266,,,,,,,,,,,,,,0.013746851,
1/02/2006,0.007448181,,0.021206597,,,,0.00674344,,0.003766933,,,,,,,,,,,,,,0.005821906,
1/01/2006,0.016136793,,0.010113306,,,,0.012031234,,0.004101429,,,,,,,,,,,,,,0.007932795,
1/12/2005,0.020521099,,0.02176118,,,,0.016178571,,0.004014242,,,,,,,,,,,,,,0.011931127,
1/11/2005,0.043371932,,0.048630112,,,,0.032791501,,0.005252154,,,,,,,,,,,,,,0.022014671,
1/10/2005,-0.025674283,,-0.02467129,,,,-0.018639081,,0.003445022,,,,,,,,,,,,,,-0.011733891,
1/09/2005,0.032649437,,0.035510514,,,,0.023644861,,0.003280794,,,,,,,,,,,,,,0.014995052,
1/08/2005,0.005224796,,0.011914176,,,,0.005614703,,0.004814056,,,,,,,,,,,,,,0.005967521,
1/07/2005,0.019938464,,0.027750472,,,,0.014365666,,0.003266972,,,,,,,,,,,,,,0.008826479,
1/06/2005,0.023181325,,0.02570664,,,,0.018778468,,0.0049584,,,,,,,,,,,,,,0.014595909,
1/05/2005,0.022607146,,0.02187415,,,,0.017916026,,0.003950221,,,,,,,,,,,,,,0.013224032,
1/04/2005,-0.008201632,,-0.018302149,,,,-0.002929629,,0.005459591,,,,,,,,,,,,,,0.00236554,
1/03/2005,0.002636932,,0.007458418,,,,0.00239604,,0.003659539,,,,,,,,,,,,,,0.002108752,
1/02/2005,0.002613136,,0.012494868,,,,0.002170489,,0.002178602,,,,,,,,,,,,,,0.001561873,
1/01/2005,0.003294011,,-0.001414612,,,,0.003393726,,0.003266065,,,,,,,,,,,,,,0.003625003,
1/12/2004,0.02794117,,0.037229345,,,,0.021015047,,0.003808174,,,,,,,,,,,,,,0.014075123,
1/11/2004,0.027524887,,0.042419785,,,,0.021053432,,0.004476837,,,,,,,,,,,,,,0.014792232,
1/10/2004,0.011596671,,-7.05E-05,,,,0.009555138,,0.003912875,,,,,,,,,,,,,,0.007809295,
1/09/2004,0.012706863,,0.023507505,,,,0.011198061,,0.004379646,,,,,,,,,,,,,,0.009880819,
1/08/2004,0.01399464,,0.013810071,,,,0.012905599,,0.004398354,,,,,,,,,,,,,,0.012059565,
1/07/2004,-0.009709841,,-0.021306719,,,,-0.005849862,,0.003417894,,,,,,,,,,,,,,-0.001411205,
1/06/2004,0.023347659,,0.029739486,,,,0.017709975,,0.004790726,,,,,,,,,,,,,,0.011713963,
1/05/2004,0.001397272,,-0.007074592,,,,0.001967499,,0.004157715,,,,,,,,,,,,,,0.00271477,
1/04/2004,0.010177664,,0.022841031,,,,0.00643914,,0.003103283,,,,,,,,,,,,,,0.002469694,
1/03/2004,0.016675598,,0.013352985,,,,0.013887661,,0.005463393,,,,,,,,,,,,,,0.011319681,
1/02/2004,0.009545039,,0.003125339,,,,0.008597766,,0.0033675,,,,,,,,,,,,,,0.007749427,
1/01/2004,0.0064202,,0.021190148,,,,0.006098952,,0.003932678,,,,,,,,,,,,,,0.005546192,
1/12/2003,0.023360091,,0.025724442,,,,0.019035656,,0.004735476,,,,,,,,,,,,,,0.014566953,
1/11/2003,-0.001628623,,-0.00106567,,,,6.52E-05,,0.001707314,,,,,,,,,,,,,,0.001736403,
1/10/2003,0.017941919,,0.008943095,,,,0.012160706,,0.003495811,,,,,,,,,,,,,,0.00690635,
1/09/2003,-0.00319506,,0.005716846,,,,0.001286936,,0.003435441,,,,,,,,,,,,,,0.004779901,
1/08/2003,0.013270698,,0.013834149,,,,0.008594316,,0.002087734,,,,,,,,,,,,,,0.004475784,
1/07/2003,0.009590827,,0.008456297,,,,0.003376909,,0.001405594,,,,,,,,,,,,,,-0.00112185,
1/06/2003,0.001769957,,0.020831005,,,,0.001420116,,0.00467374,,,,,,,,,,,,,,0.001467686,
1/05/2003,0.020161153,,0.007258312,,,,0.019253798,,0.003636698,,,,,,,,,,,,,,0.016561958,
1/04/2003,0.019860684,,0.025479101,,,,0.016813044,,0.003832373,,,,,,,,,,,,,,0.013020872,
1/03/2003,0.021757478,,0.022268137,,,,0.015032201,,0.002593975,,,,,,,,,,,,,,0.008627071,
1/02/2003,-0.018397194,,-0.030884992,,,,-0.010266342,,0.003358228,,,,,,,,,,,,,,-0.003208691,
1/01/2003,-0.015337313,,-0.016850465,,,,-0.009266416,,0.004504344,,,,,,,,,,,,,,-0.003319868,
1/12/2002,-0.004836748,,-0.008793501,,,,0.000847804,,0.003832538,,,,,,,,,,,,,,0.005326352,
1/11/2002,0.020171607,,0.021586721,,,,0.015990712,,0.003773942,,,,,,,,,,,,,,0.011356065,
1/10/2002,0.007356736,,0.020421393,,,,0.005909151,,0.00380272,,,,,,,,,,,,,,0.004612351,
1/09/2002,-0.023720262,,-0.058089402,,,,-0.013330518,,0.004511269,,,,,,,,,,,,,,-0.00362471,
1/08/2002,0.016683699,,0.05188995,,,,0.015562733,,0.003153491,,,,,,,,,,,,,,0.013761214,
1/07/2002,-0.031653995,,-0.055754842,,,,-0.020436943,,0.005282567,,,,,,,,,,,,,,-0.00920934,
1/06/2002,-0.022377679,,-0.044263055,,,,-0.012515529,,0.005218931,,,,,,,,,,,,,,-0.003242026,
1/05/2002,-0.000378007,,-0.007112031,,,,0.000970511,,0.00401133,,,,,,,,,,,,,,0.002491897,
1/04/2002,-0.007246727,,-0.00864929,,,,-0.002007039,,0.003246241,,,,,,,,,,,,,,0.002824007,
1/03/2002,0.005151658,,0.016362063,,,,0.002188897,,0.002284667,,,,,,,,,,,,,,-0.000299822,
1/02/2002,0.003081788,,-0.007973325,,,,0.003479008,,0.002807923,,,,,,,,,,,,,,0.003700048,
1/01/2002,-0.011910033,,-0.004160626,,,,-0.007521983,,0.003543643,,,,,,,,,,,,,,-0.002631763,
1/12/2001,0.013434754,,0.000659006,,,,0.0084583,,0.005596619,,,,,,,,,,,,,,0.004240511,
1/11/2001,0.010710578,,0.023412821,,,,0.006569852,,0.002834149,,,,,,,,,,,,,,0.003313332,
1/10/2001,0.049924236,,0.078509417,,,,0.039470735,,0.003688731,,,,,,,,,,,,,,0.028054651,
1/09/2001,-0.060452107,,-0.102250673,,,,-0.041718104,,0.012934728,,,,,,,,,,,,,,-0.022826693,
1/08/2001,0.001288979,,0.005237437,,,,0.005449011,,0.005315235,,,,,,,,,,,,,,0.008062129,
1/07/2001,-0.020008101,,-0.018771925,,,,-0.011916298,,0.003088267,,,,,,,,,,,,,,-0.004445408,
1/06/2001,0.008761993,,-0.008266128,,,,0.008295561,,0.003561284,,,,,,,,,,,,,,0.007362387,
1/05/2001,0.018765921,,0.036969607,,,,0.015339149,,0.003580511,,,,,,,,,,,,,,0.00903669,
1/04/2001,0.019444624,,0.023058283,,,,0.012171923,,0.004205561,,,,,,,,,,,,,,0.005797367,
1/03/2001,-0.014779634,,-0.021399903,,,,-0.007670761,,0.004389927,,,,,,,,,,,,,,-0.00123274,
1/02/2001,-0.013538236,,-0.020261164,,,,-0.008848136,,0.00492154,,,,,,,,,,,,,,-0.004442589,
1/01/2001,0.016261781,,0.029060149,,,,0.013945845,,0.005284068,,,,,,,,,,,,,,0.011553834,
1/12/2000,-0.000362097,,-0.018203749,,,,0.004488906,,0.005386167,,,,,,,,,,,,,,0.00891083,
1/11/2000,0.006340688,,-0.001657182,,,,0.007471236,,0.004637362,,,,,,,,,,,,,,0.008472517,
1/10/2000,0.006210286,,0.008684502,,,,0.005243248,,-0.002713849,,,,,,,,,,,,,,0.004253201,
1/09/2000,-0.022759771,,-0.029121499,,,,-0.012505464,,0.012016351,,,,,,,,,,,,,,-0.00271823,
1/08/2000,0.02455042,,0.024992454,,,,0.017358398,,0.004449835,,,,,,,,,,,,,,0.011158477,
1/07/2000,0.013443371,,0.023392071,,,,0.011284622,,0.004721336,,,,,,,,,,,,,,0.009571135,
1/06/2000,0.028407351,,0.030994198,,,,0.020838238,,0.004654652,,,,,,,,,,,,,,0.013810768,
1/05/2000,-0.003178002,,0.002324982,,,,0.00024496,,0.005193669,,,,,,,,,,,,,,0.003417314,
1/04/2000,-0.006922996,,-0.019703181,,,,-0.002300887,,0.003873867,,,,,,,,,,,,,,0.001799563,
1/03/2000,0.029702533,,0.03697531,,,,0.020985094,,0.004853909,,,,,,,,,,,,,,0.013987177,
1/02/2000,0.010927934,,0.009254191,,,,0.011451485,,0.004312279,,,,,,,,,,,,,,0.012294805,
1/01/2000,-0.019488094,,-0.01967385,,,,-0.01407337,,0.00422028,,,,,,,,,,,,,,-0.009002938,
1/12/1999,0.014348072,,0.018403236,,,,0.008680031,,0.004084854,,,,,,,,,,,,,,0.003848848,
1/11/1999,0.047677647,,0.046935153,,,,0.036057339,,0.00409949,,,,,,,,,,,,,,0.025426772,
1/10/1999,-0.010913534,,-0.003615045,,,,-0.011416552,,0.003303832,,,,,,,,,,,,,,-0.011101802,
1/09/1999,-0.019258132,,-0.032196191,,,,-0.012542595,,0.003832772,,,,,,,,,,,,,,-0.006598998,
1/08/1999,0.001914331,,0.009285934,,,,0.001786477,,0.003916748,,,,,,,,,,,,,,0.002030738,
1/07/1999,0.020385082,,0.023502244,,,,0.017274724,,0.004241805,,,,,,,,,,,,,,0.013995637,
1/06/1999,0.01878223,,0.021299512,,,,0.012467096,,0.003809304,,,,,,,,,,,,,,0.006302038,
1/05/1999,-0.028950162,,-0.030276791,,,,-0.023887243,,0.003372698,,,,,,,,,,,,,,-0.017780154,
1/04/1999,0.021455137,,0.025206018,,,,0.016087123,,0.003607154,,,,,,,,,,,,,,0.010624003,
1/03/1999,0.014047495,,0.017433209,,,,0.010658447,,0.004017287,,,,,,,,,,,,,,0.007141852,
1/02/1999,0.009651048,,0.012071128,,,,0.005126315,,0.003369197,,,,,,,,,,,,,,0.000953742,
1/01/1999,0.005611771,,0.00587015,,,,0.004490573,,0.002985471,,,,,,,,,,,,,,0.003311759,
1/12/1998,0.014704831,,0.021133166,,,,0.012628074,,0.003733695,,,,,,,,,,,,,,0.010814739,
1/11/1998,0.03799785,,0.048738145,,,,0.025177441,,0.003321622,,,,,,,,,,,,,,0.012877239,
1/10/1998,0.011478843,,0.010204316,,,,0.010403505,,0.00334526,,,,,,,,,,,,,,0.008451066,
1/09/1998,0.007072131,,-0.003900094,,,,0.013252122,,0.003079875,,,,,,,,,,,,,,0.017083277,
1/08/1998,-0.029710926,,-0.033943497,,,,-0.021226305,,0.004405205,,,,,,,,,,,,,,-0.0112598,
1/07/1998,0.016249794,,0.017030496,,,,0.013022018,,0.004191078,,,,,,,,,,,,,,0.009727145,
1/06/1998,-0.011641785,,-0.012029978,,,,-0.007797116,,0.003899836,,,,,,,,,,,,,,-0.003496811,
1/05/1998,-0.002267724,,-0.003081374,,,,0.001836795,,0.003364045,,,,,,,,,,,,,,0.005586312,
1/04/1998,0.007569825,,0.008878203,,,,0.007919199,,0.003686961,,,,,,,,,,,,,,0.008150896,
1/03/1998,0.027164688,,0.034095982,,,,0.021255305,,0.003979331,,,,,,,,,,,,,,0.015011373,
1/02/1998,0.030262641,,0.037432871,,,,0.023273631,,0.00322851,,,,,,,,,,,,,,0.016223745,
1/01/1998,0.009754738,,0.013356083,,,,0.006941873,,0.003068615,,,,,,,,,,,,,,0.004461906,
1/12/1997,0.030883821,,0.03471987,,,,0.025044645,,0.00375962,,,,,,,,,,,,,,0.019085148,
1/11/1997,0.015601086,,0.014510892,,,,0.012023249,,0.004703391,,,,,,,,,,,,,,0.008946932,
1/10/1997,-0.046908087,,-0.05297272,,,,-0.031335717,,0.003456709,,,,,,,,,,,,,,-0.018542803,
1/09/1997,0.038518424,,0.038981132,,,,0.032882754,,0.003096401,,,,,,,,,,,,,,0.028864617,
1/08/1997,-0.020686954,,-0.023084463,,,,-0.014967957,,0.003486483,,,,,,,,,,,,,,-0.009013561,
1/07/1997,0.020455931,,0.024096443,,,,0.01906882,,0.004299137,,,,,,,,,,,,,,0.016617303,
